gene name,Betweenness unDir,Stress unDir
RAB26,744.966323,25428
STRA6,662.6171539,19468
NKIRAS1,314.9944806,11630
ASPN,3164.256153,100862
RSPH6A,563.4286443,16768
PDZD4,40.92659551,1836
SLC46A1,9.710957484,708
TLR4,6344.76,215238
ADAMTS13,70.6748157,2404
CGN,736.7877766,25296
PLGLB2,445.2248671,22492
TMEM53,958.4463742,28580
TMEM140,1970.21123,62646
FRS2,147.1877841,4770
GSC2,215.2474165,4874
NTM,395.8499206,15172
RFPL3,5964.087275,165182
MLPH,2053.884211,65706
USH1G,319.0781146,13716
IL22RA1,789.1948974,20428
RAVER1,55.13434384,1966
SNX22,247.1424006,8044
A4GALT,715.4598189,28008
RFPL2,490.0896856,14790
INSL6,1163.805826,44442
RMDN2,869.5456767,35948
TMEM2,202.5378206,5492
C2orf61,1318.47897,56596
ZDHHC24,53.82382781,1060
GLTPD2,34.7315698,980
DLK2,313.1092115,8668
CFL2,670.573729,21848
C20orf26,1295.789716,49000
CARD9,672.4600227,31236
ST6GALNAC5,4398.425331,175520
VSIG10,114.8272173,3276
LHX3,926.0412311,28456
ARHGDIG,1078.916122,32182
SRCIN1,3552.47,132022
PQLC2,91.70065831,3798
GRAMD1C,519.8934022,16062
HUNK,4073.65,137442
UPK3B,1470.856626,52800
ENKD1,178.4824159,4012
GPC6,9688.461924,330796
SLC35D3,53.54872186,1624
KRT23,607.3086165,17042
ANKRD35,125.986165,4370
CXorf36,1606.661971,55034
C7orf10,6309.933394,224172
ST6GALNAC6,1269.249232,42874
SIL1,2314.078625,83096
LENEP,488.9730802,11534
SLC25A47,51.11145576,2260
STMN4,874.8701676,31546
RILP,425.9781925,13204
SLC23A1,63.8098792,1672
CNKSR3,970.4172356,42604
TNFSF18,2054.567645,71320
SH3TC2,2456.506789,87302
ZNF34,104.3429316,2904
ART5,301.0458755,8412
VSX1,101.9483007,3480
UCP1,2063.933828,71448
HDHD3,1353.324251,31510
C17orf70,108.3464851,2120
SLC25A23,454.6380757,15728
WNT3,434.3367953,14704
VRTN,1492.155926,49852
PRSS21,440.629877,19080
ATAD3A,192.0354951,5150
TMEM132D,2435.611494,108204
CYP39A1,2620.829815,93292
TREX2,1211.20729,37354
OTUD7B,66.91662294,2258
ANKRD2,722.6002654,22194
IL17RC,455.3406192,13448
G6PD,611.6970161,15284
MPND,529.2410594,16620
PMFBP1,2399.018374,88186
PLA2G3,126.9953751,4466
GALNT6,732.3709731,23498
SLC5A7,434.9992022,16072
VPREB3,796.487082,23416
GPR110,2291.187571,68282
CCR10,783.0513568,19262
ZSCAN5A,460.0275088,14766
NOC4L,384.6308806,15708
FZD4,3259.0504,102588
DYX1C1,1716.884651,67786
CARD14,390.3332784,13094
CMAS,1155.849465,36740
FOXRED2,162.0835025,6214
PCDH11X,1907.414997,69214
DENND5B,2579.954335,91564
ANGPTL3,293.6435907,11696
ACOT12,81.81690668,6314
POPDC3,2128.826246,64734
SLC24A3,4351.07685,143044
ACPT,436.7428048,13928
TUBAL3,725.9026839,20940
PIGS,99.54725404,2836
MYPN,216.3737841,10108
FBXO27,155.0288794,7134
KANSL1L,46.43691046,2078
KRTAP3-1,43.44921588,1214
GRHL2,1630.909481,54538
SCG3,2390.260827,106302
FAM196A,16.19291224,548
DPF3,10663.39885,404352
TM6SF2,240.5431803,7108
SIRPG,62.44150243,2480
ZNF354C,1407.682659,55572
TRDN,6469.737765,211904
OPALIN,464.2957064,14168
LHFPL4,43.6703805,1774
ISLR2,103.2082208,3234
FTCD,168.2994659,7096
MUC13,661.9209914,22634
CDHR2,1129.676774,49098
ANAPC2,212.6596254,5586
EXOC3L4,28.4057205,1236
CBLN2,1020.601926,36482
SH2D4B,631.6531535,21766
OPA3,1782.982403,61244
PROK1,348.5456559,10994
EPS8L3,3091.106483,103050
MRO,6026.305797,226382
TYSND1,74.00215546,1740
SLC12A8,2219.607264,73130
NEK11,3277.741166,110822
CRYBA2,916.5824841,30644
SAMD4B,407.4718165,13472
CAPN10,528.1378218,24584
GCNT3,1060.301835,31566
SLC25A22,241.1683223,8068
CXorf57,183.1899513,7584
SEPT5,54.89464075,2044
C4B,298.3730347,12694
ACTBL2,9.416064678,346
ORM2,731.6790854,33562
ACOT2,312.2197057,11012
CNTF,357.5252783,9770
NR1D1,2204.782205,78364
FBXO17,369.6487124,13720
CFHR1,248.1219793,11198
NUDT8,17.25187254,536
ACAD11,1113.569827,40674
HBA1,301.3539435,10382
WASH4P,20.65185611,822
AGMO,1481.512135,61014
SFTPA1,111.178883,4414
DHRS4,330.5271361,11378
UBE2V1,576.3882556,19970
HIST2H2AB,1.728706024,88
NMNAT1,153.0013256,5928
RHOXF2,921.6903001,29818
H3F3A,888.068868,28998
KLC1,840.0530496,30690
APOC4,211.1695767,9576
C4A,861.7809531,30252
MT-ND4,0.039589897,6
MT-ND5,0,0
NME1-NME2,63.36398281,2204
TNFRSF6B,17.11300871,414
